ID,Posting,Salary,Field,City
465,Knowledge in advanced data structures and can use them to solve problems.,80K,Description2,Toronto
465,18,80K,Days ago,Toronto
466,Senior Data Scientist-Marketing Analytics,80K,Position,Toronto
466,Manulife 3.9 ,80K,Company,Toronto
466,"Toronto, ON",80K,Location,Toronto
466,Works on problems of diverse scope / complexity where analysis of situations or data requires an in-depth evaluation of a variety of factor s and oversees the…,80K,Description1,Toronto
466,30,80K,Days ago,Toronto
467,Machine Learning Engineer,80K,Position,Toronto
467,nugget.ai,80K,Company,Toronto
467,"Toronto, ON",80K,Location,Toronto
467,Easily apply to this job,80K,Easily apply,Toronto
467,"Acquire, Clean, and Transform data using R and Python.",80K,Description1,Toronto
467,Evaluate state-of-the-art statistical modelling and Machine Learning approaches using large amounts of…,80K,Description2,Toronto
467,29,80K,Days ago,Toronto
468,Actuarial Data Scientist,80K,Position,Toronto
468,Gore Mutual Insurance Company 4.0 ,80K,Company,Toronto
468,"Toronto, ON",80K,Location,Toronto
468,Easily apply to this job,80K,Easily apply,Toronto
468,Experience in machine learning and data science techniques.,80K,Description1,Toronto
468,Minimum 5 years’ actuarial experience within the Property and Casualty and/or Life Insurance…,80K,Description2,Toronto
468,9,80K,Days ago,Toronto
469,Senior Data Analyst,80K,Position,Toronto
469,BGIS 3.2 ,80K,Company,Toronto
469,"Greater Toronto Area, ON",80K,Location,Toronto
469,"Ensures business data and analysis requirements are met by properly applying data concepts, including data structures, collection and cleansing, and structured…",80K,Description1,Toronto
469,24,80K,Days ago,Toronto
470,Post 1039: Machine Learning Engineer,80K,Position,Toronto
470,Crescendo 3.1 ,80K,Company,Toronto
470,"Toronto, ON - Temporarily remote",80K,Location,Toronto
470,Easily apply to this job,80K,Easily apply,Toronto
470,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",80K,Description1,Toronto
470,8,80K,Days ago,Toronto
471,Data Analyst,80K,Position,Toronto
471,Brookfield Asset Management 3.6 ,80K,Company,Toronto
471,"Toronto, ON",80K,Location,Toronto
471,Analyze large data sets with multiple data sources and output requirements.,80K,Description1,Toronto
471,Develop and execute data analytic projects.,80K,Description2,Toronto
471,21,80K,Days ago,Toronto
472,Machine Learning Engineer,80K,Position,Toronto
472,Ezra,80K,Company,Toronto
472,"Toronto, ON",80K,Location,Toronto
472,You have the development skills to build data pipelines & develop your AIs.,80K,Description1,Toronto
472,You will contribute to research projects that create seamless experiences for both…,80K,Description2,Toronto
472,9,80K,Days ago,Toronto
473,"Data Scientist, RBC Amplify - 2021",80K,Position,Toronto
473,RBC 4.0 ,80K,Company,Toronto
473,"Toronto, ON",80K,Location,Toronto
473,"Familiarity with data cleaning, data mining, and machine learning.",80K,Description1,Toronto
473,"As a Data Scientist you will collaborate, innovate, ideate and build in a flexible, start-up…",80K,Description2,Toronto
473,19,80K,Days ago,Toronto
474,Data Science Senior Manager,80K,Position,Toronto
474,Citi 3.9 ,80K,Company,Toronto
474,"Mississauga, ON",80K,Location,Toronto
474,Manages a team of data scientists and data engineers.,80K,Description1,Toronto
474,6-10 years experience with defining and implementing data science programs.,80K,Description2,Toronto
474,23,80K,Days ago,Toronto
475,Professor - Data Analytics,80K,Position,Toronto
475,Toronto School of Management,80K,Company,Toronto
475,"Toronto, ON",80K,Location,Toronto
475,Easily apply to this job,80K,Easily apply,Toronto
475,"Experience in (included but are not limited to) data integration, data management, data warehousing and reporting, big data analytics.",80K,Description1,Toronto
475,25,80K,Days ago,Toronto
476,"QA Lead, Data Science & Analytics (6 Month Contract)new",80K,Position,Toronto
476,Cineplex 3.7 ,80K,Company,Toronto
476,"Toronto, ON",80K,Location,Toronto
476,Easily apply to this job,80K,Easily apply,Toronto
476,"Working closely with several members of the team with roles such as reporting developers, data engineers, and product managers, the primary role of the QA Lead…",80K,Description1,Toronto
476,3,80K,Days ago,Toronto
477,Senior ETL/Data Analystnew,80K,Position,Toronto
477,Citi 3.9 ,80K,Company,Toronto
477,"Mississauga, ON",80K,Location,Toronto
477,Extract data from heterogeneous data sources with multiple databases and transform into a harmonized data store under stringent business deadlines.,80K,Description1,Toronto
477,4,80K,Days ago,Toronto
478,Senior Data Scientist,80K,Position,Toronto
478,Kinaxis 4.0 ,80K,Company,Toronto
478,"Toronto, ON",80K,Location,Toronto
478,Easily apply to this job,80K,Easily apply,Toronto
478,Experience working with relational data via SQL.,80K,Description1,Toronto
478,Experience with big data technologies such as PySpark and Hadoop.,80K,Description2,Toronto
478,Ability to work in *nix environments.,80K,Description3,Toronto
478,30,80K,Days ago,Toronto
479,"ON - 2021 Customer Operations Graduate Leadership Program, B...",80K,Position,Toronto
479,Bell Canada 3.8 ,80K,Company,Toronto
479,"Toronto, ON",80K,Location,Toronto
479,Big data is a big deal.,80K,Description1,Toronto
479,"Experience with the design, development and maintenance of ETL processes, data marts, operational data stores and online analytical…",80K,Description2,Toronto
479,11,80K,Days ago,Toronto
480,"Senior Developer, Machine Learning",80K,Position,Toronto
480,BELL RESIDENTIAL SERVICES 3.8 ,80K,Company,Toronto
480,"Toronto, ON",80K,Location,Toronto
480,Can identify opportunities for machine learning in data and execute on complex analyses.,80K,Description1,Toronto
480,Is comfortable working in a constantly-evolving environment as we…,80K,Description2,Toronto
480,9,80K,Days ago,Toronto
481,Business Analyst/Data Analyst (Secret Clearance),80K,Position,Toronto
481,Mastech InfoTrellis,80K,Company,Toronto
481,"Toronto, ON - Temporarily remote",80K,Location,Toronto
481,$35 - $78 an hour,80K,Salary_shown,Toronto
481,Easily apply to this job,80K,Easily apply,Toronto
481,Provide direction to business teams to perform analytics on client data.,80K,Description1,Toronto
481,Lead the Services Team on customizations and enhancements to data analytics solutions…,80K,Description2,Toronto
481,30,80K,Days ago,Toronto
482,Data Analytics Senior Analyst (AVP),80K,Position,Toronto
482,Citi 3.9 ,80K,Company,Toronto
482,"Mississauga, ON",80K,Location,Toronto
482,Mines and analyzes data from various banking platforms to drive optimization and improve data quality.,80K,Description1,Toronto
482,"Conducts strategic data analysis, identifies insights and…",80K,Description2,Toronto
482,30,80K,Days ago,Toronto
483,Machine learning engineer - AWS sagemaker,80K,Position,Toronto
483,Peopleforce INC,80K,Company,Toronto
483,"Mississauga, ON",80K,Location,Toronto
483,$60 - $75 an hour,80K,Salary_shown,Toronto
483,Easily apply to this job,80K,Easily apply,Toronto
483,3 + years of experience as a data scientist on machine learning and data engineering projects.,80K,Description1,Toronto
483,Experience with working on projects with various elements of AWS…,80K,Description2,Toronto
483,11,80K,Days ago,Toronto
484,Data Governance Analyst (Data Modeler),80K,Position,Toronto
484,Finastra 3.4 ,80K,Company,Toronto
484,"Mississauga, ON",80K,Location,Toronto
484,Perform extensive data profiling across large data sets to assess current state data quality across large volumes of data attributes.,80K,Description1,Toronto
484,30,80K,Days ago,Toronto
485,Senior Machine Learning Engineer - Speech Recognitionnew,80K,Position,Toronto
485,SoundHound Inc.,80K,Company,Toronto
485,"Toronto, ON",80K,Location,Toronto
485,Innovate on state-of-the-art deep learning systems for speech recognition and speaker recognition.,80K,Description1,Toronto
485,Understanding of modern machine learning techniques.,80K,Description2,Toronto
485,2,80K,Days ago,Toronto
486,Senior Data Analyst,80K,Position,Toronto
486,Kinaxis 4.0 ,80K,Company,Toronto
486,"Toronto, ON",80K,Location,Toronto
486,Easily apply to this job,80K,Easily apply,Toronto
486,"Liaise between Analytics, Engineering and Data Science teams to support continuous improvement for product analytics including data science models performance…",80K,Description1,Toronto
486,30,80K,Days ago,Toronto
487,Data Scientist / Engineer,80K,Position,Toronto
487,"LotusFlare, Inc.",80K,Company,Toronto
487,"Toronto, ON",80K,Location,Toronto
487,Easily apply to this job,80K,Easily apply,Toronto
487,Candidate must be able to effectively synthesize disparate quantitative and qualitative data sets to make data-driven decisions.,80K,Description1,Toronto
487,30,80K,Days ago,Toronto
488,Software Engineer – Computer Vision / Machine Learningnew,80K,Position,Toronto
488,Full Swing,80K,Company,Toronto
488,"Toronto, ON - Temporarily remote",80K,Location,Toronto
488,Easily apply to this job,80K,Easily apply,Toronto
488,Experience applying data science and data engineering concepts.,80K,Description1,Toronto
488,"Full Swing is the only company that gives players patented dual-tracking technology, combining…",80K,Description2,Toronto
488,7,80K,Days ago,Toronto
489,Analytics Translatornew,80K,Position,Toronto
489,Bayer 4.2 ,80K,Company,Toronto
489,"Mississauga, ON",80K,Location,Toronto
489,Understanding of data modeling and different data structures.,80K,Description1,Toronto
489,"Identify mechanism to capture new data (e.g., CRM, sensors), clear organizational hurdles to gain…",80K,Description2,Toronto
489,2,80K,Days ago,Toronto
490,"Build and Tooling Engineer, Machine Learning",80K,Position,Toronto
490,Resolver Inc.,80K,Company,Toronto
490,"Toronto, ON - Temporarily remote",80K,Location,Toronto
490,"Implement data pipelines using libraries such as Tensorflow, to optimize GPUs.",80K,Description1,Toronto
490,"Using your knowledge of tools and deployment, you’ll help Resolver revolutionize…",80K,Description2,Toronto
490,18,80K,Days ago,Toronto
491,Senior C++ Engineer in Machine Learning | Autonomous Driving...,80K,Position,Toronto
491,"TuSimple, Inc.",80K,Company,Toronto
491,"Toronto, ON",80K,Location,Toronto
491,Easily apply to this job,80K,Easily apply,Toronto
491,We will provide relocation assistance.,80K,Description1,Toronto
491,Algo__general_c___research_development_engineering_1c591e8e2us@ivy.greenhouse.io.,80K,Description2,Toronto
491,30,80K,Days ago,Toronto
492,Machine Learning Engineer/Data Scientist,80K,Position,Toronto
492,Crescendo Technology 4.8 ,80K,Company,Toronto
492,"Toronto, ON",80K,Location,Toronto
492,Easily apply to this job,80K,Easily apply,Toronto
492,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",80K,Description1,Toronto
492,30,80K,Days ago,Toronto
493,"Technical Development Program (TLP), Machine Learning - Augu...",80K,Position,Toronto
493,Restaurant Brands International Campus Opportuniti... 3.2 ,80K,Company,Toronto
493,"Toronto, ON",80K,Location,Toronto
493,Collaborate with internal stakeholders to understand the business strategy and work towards supporting that by gathering the right data and building machine…,80K,Description1,Toronto
493,10,80K,Days ago,Toronto
494,Principal Deep Learning Researcher/Engineer,80K,Position,Toronto
494,Magic Leap - Multiple Locations,80K,Company,Toronto
494,"Toronto, ON",80K,Location,Toronto
494,Easily apply to this job,80K,Easily apply,Toronto
494,"Scene Understanding and Semantics: Design and implement segmentation algorithms based on depth, motion or texture data.",80K,Description1,Toronto
494,9,80K,Days ago,Toronto
495,Senior IT Business Data Analystnew,80K,Position,Toronto
495,LifeLabs 3.4 ,80K,Company,Toronto
495,"Toronto, ON",80K,Location,Toronto
495,"Requirements: University degree in Computer Science, Business Administration, Management Information Systems or equivalent education A minimum 3 years’…",80K,Description1,Toronto
495,3,80K,Days ago,Toronto
496,NLP Scientist,80K,Position,Toronto
496,Alexsei,80K,Company,Toronto
496,"Toronto, ON",80K,Location,Toronto
496,Use advanced computational techniques to analyze vast pools of data under the limited guidance of the lead/principal data scientist.,80K,Description1,Toronto
496,30,80K,Days ago,Toronto
497,Toronto AI Lab: AI / Machine Learning Scientist,80K,Position,Toronto
497,LG Electronics 3.9 ,80K,Company,Toronto
497,"Toronto, ON",80K,Location,Toronto
497,LG is looking to push the boundaries of AI to build innovative product and service solutions to realize LG’s global vision for a connected world.,80K,Description1,Toronto
497,30,80K,Days ago,Toronto
498,Data Scientist,80K,Position,Toronto
498,Prodigy Labs 3.0 ,80K,Company,Toronto
498,"Toronto, ON",80K,Location,Toronto
498,Easily apply to this job,80K,Easily apply,Toronto
498,This includes participation within the broader data science community including Kaggle competitions or any personal projects with open data.,80K,Description1,Toronto
498,15,80K,Days ago,Toronto
499,Senior Machine Learning Engineer,80K,Position,Toronto
499,Citi 3.9 ,80K,Company,Toronto
499,"Mississauga, ON",80K,Location,Toronto
499,Developing mappings and code for integration of data sets from disparate domains.,80K,Description1,Toronto
499,Quality assurance and testing of analytical routines and data frameworks.,80K,Description2,Toronto
499,23,80K,Days ago,Toronto
500,"Senior Data Scientist TORONTO, ONSOFTWARE",80K,Position,Toronto
500,Tonal,80K,Company,Toronto
500,"Toronto, ON",80K,Location,Toronto
500,5+ years data science experience.,80K,Description1,Toronto
500,Improve real-time rep and set detection from time-series data.,80K,Description2,Toronto
500,Provide expert input on architecture of Tonal's data collection…,80K,Description3,Toronto
500,12,80K,Days ago,Toronto
501,Data Science Engineer - VP,80K,Position,Toronto
501,Citi 3.9 ,80K,Company,Toronto
501,"Mississauga, ON",80K,Location,Toronto
501,Strong experience in data modeling and relational database.,80K,Description1,Toronto
501,Part of an innovative team pusing boundaries to create cutting edge data visualization solutions.,80K,Description2,Toronto
501,30,80K,Days ago,Toronto
502,Machine Learning Engineer- Permanentnew,80K,Position,Toronto
502,IT Connex,80K,Company,Toronto
502,"Toronto, ON",80K,Location,Toronto
502,You respect advanced data structures and can use them to solve your problems.,80K,Description1,Toronto
502,"You have +3 years working experience with software development in Scala, Java, Go…",80K,Description2,Toronto
502,2,80K,Days ago,Toronto
503,Machine Learning Engineer,80K,Position,Toronto
503,Visual Defence Inc 3.8 ,80K,Company,Toronto
503,"Richmond Hill, ON",80K,Location,Toronto
503,Easily apply to this job,80K,Easily apply,Toronto
503,The Machine Learning Developer will work with Visual Defence’s Research and Development team under the guidance of the company’s Director of Research and…,80K,Description1,Toronto
503,25,80K,Days ago,Toronto
504,"Build and Tooling Engineer, Machine Learning",80K,Position,Toronto
504,Resolver 4.2 ,80K,Company,Toronto
504,"Toronto, ON - Temporarily remote",80K,Location,Toronto
504,"Implement data pipelines using libraries such as Tensorflow, to optimize GPUs.",80K,Description1,Toronto
504,"Using your knowledge of tools and deployment, you’ll help Resolver revolutionize…",80K,Description2,Toronto
504,18,80K,Days ago,Toronto
505,Senior Data Scientist/Manager,80K,Position,Toronto
505,Cerebri AI,80K,Company,Toronto
505,"Toronto, ON",80K,Location,Toronto
505,6+ year experience working with and creating data architectures.,80K,Description1,Toronto
505,"S/he must have strong experience using various data mining/data analysis methods, using a…",80K,Description2,Toronto
505,29,80K,Days ago,Toronto
506,Data Scientist,80K,Position,Toronto
506,NorthOne,80K,Company,Toronto
506,"Toronto, ON",80K,Location,Toronto
506,Easily apply to this job,80K,Easily apply,Toronto
506,You love using SQL and Python to answer business questions and analyze data.,80K,Description1,Toronto
506,6 years at McKinsey working on digital customer experience in financial services.,80K,Description2,Toronto
506,30,80K,Days ago,Toronto
507,"Director, Marketing Analytics TORONTO, ONREVENUE & GROWTH",80K,Position,Toronto
507,Tonal,80K,Company,Toronto
507,"Toronto, ON",80K,Location,Toronto
507,A successful Director will lead a Marketing Analytics team in establishing a strategy that makes data-driven solutions a core competency of our business while…,80K,Description1,Toronto
507,12,80K,Days ago,Toronto
508,Senior Machine Learning Scientist - Natural Language Process...,80K,Position,Toronto
508,SoundHound Inc.,80K,Company,Toronto
508,"Toronto, ON",80K,Location,Toronto
508,"Research state-of-the-art methods in Language Modeling and related Natural Language Processing problems: Text Segmentation, Language Classification etc.",80K,Description1,Toronto
508,30,80K,Days ago,Toronto
509,"Development Manager, Reporting and Analyticsnew",80K,Position,Toronto
509,Ceridian 3.6 ,80K,Company,Toronto
509,"Mississauga, ON +2 locations - Temporarily remote",80K,Location,Toronto
509,Easily apply to this job,80K,Easily apply,Toronto
509,"You have 5+ years of progressive experience in software and complex data pipelines development, specifically in data engineering and 2+ years leading teams in…",80K,Description1,Toronto
509,1,80K,Days ago,Toronto
510,Machine Learning Software Designer/Engineer,80K,Position,Toronto
510,SNC-Lavalin 4.0 ,80K,Company,Toronto
510,"Mississauga, ON",80K,Location,Toronto
510,Techniques to extract the information hidden in large amounts of real-time operational data for system health monitoring.,80K,Description1,Toronto
510,10,80K,Days ago,Toronto
511,Senior Data Analyst,80K,Position,Toronto
511,The Property Registry,80K,Company,Toronto
511,"Toronto, ON",80K,Location,Toronto
511,"Acquiring more and better data, enhancing data quality and coverage.",80K,Description1,Toronto
511,"As an expert in VAS data and data visualization, the incumbent will take a significant role…",80K,Description2,Toronto
511,30,80K,Days ago,Toronto
512,Senior Data Analyst,80K,Position,Toronto
512,Namaste Technologies 2.2 ,80K,Company,Toronto
512,"Toronto, ON",80K,Location,Toronto
512,"Experience with data transformation processes, using Python.",80K,Description1,Toronto
512,We have years of data collected on legal cannabis users and by combining machine learning…,80K,Description2,Toronto
512,30,80K,Days ago,Toronto
513,Data Scientist,80K,Position,Toronto
513,ASSURANCE,80K,Company,Toronto
513,"Toronto, ON",80K,Location,Toronto
513,"Experience and working knowledge of data infrastructure, pipelines, and advanced data manipulation.",80K,Description1,Toronto
513,"Our team uses a variety of data mining and analysis methods,…",80K,Description2,Toronto
513,30,80K,Days ago,Toronto
514,"Manager, Data Science",80K,Position,Toronto
514,Nielsen 3.8 ,80K,Company,Toronto
514,"Toronto, ON",80K,Location,Toronto
514,"4+ years relevant work experience including superior analytical/modeling skills, experience with database concepts and analyzing customer level and/or item…",80K,Description1,Toronto
514,30,80K,Days ago,Toronto
515,Senior Machine Learning Developer - 79976,80K,Position,Toronto
515,"Advanced Micro Devices, Inc. 3.8 ",80K,Company,Toronto
515,"Markham, ON",80K,Location,Toronto
515,Easily apply to this job,80K,Easily apply,Toronto
515,"Engineer appropriate datasets, verify data quality and select data representation methods.",80K,Description1,Toronto
515,"Define required pre-processing or feature engineering, supervise …",80K,Description2,Toronto
515,23,80K,Days ago,Toronto
516,Senior Finance Master Data Analyst,80K,Position,Toronto
516,BMO Financial Group 3.8 ,80K,Company,Toronto
516,"Toronto, ON",80K,Location,Toronto
516,Provides guidance on the interpretation of enterprise data governance policies and maintains alignment between data governance practices and the data strategy.,80K,Description1,Toronto
516,30,80K,Days ago,Toronto
517,"Senior Manager, Data Science",80K,Position,Toronto
517,Spin Master Ltd 3.2 ,80K,Company,Toronto
517,"Toronto, ON",80K,Location,Toronto
517,3+ years direct management experience of analysts and data scientists.,80K,Description1,Toronto
517,Build and maintain a data pipeline that can support complex data projects at scale.,80K,Description2,Toronto
517,30,80K,Days ago,Toronto
518,Senior Machine Learning Research Engineer,80K,Position,Toronto
518,SoundHound Inc.,80K,Company,Toronto
518,"Toronto, ON",80K,Location,Toronto
518,"Work on building large scale Statistical Language Models, a critical system in Speech Recognition.",80K,Description1,Toronto
518,Run experiments and tune parameters to improve Statistical…,80K,Description2,Toronto
518,30,80K,Days ago,Toronto
519,"Director, Reporting & Analytics",80K,Position,Toronto
519,snapfinancial 2.8 ,80K,Company,Toronto
519,"Toronto, ON",80K,Location,Toronto
519,"Development and implementation for data integration solutions using SQL, SAS and other data management software.",80K,Description1,Toronto
519,18,80K,Days ago,Toronto
520,Senior Data Scientist,80K,Position,Toronto
520,Manulife 3.9 ,80K,Company,Toronto
520,"Toronto, ON",80K,Location,Toronto
520,Oversees the work of more junior data scientists.,80K,Description1,Toronto
520,Provides guidance and mentorship to more junior data scientists.,80K,Description2,Toronto
520,Owns and delivers projects of diverse scope.,80K,Description3,Toronto
520,30,80K,Days ago,Toronto
521,Lead C++ Engineer in Machine Learning | Autonomous Driving R...,80K,Position,Toronto
521,"TuSimple, Inc.",80K,Company,Toronto
521,"Toronto, ON",80K,Location,Toronto
521,Easily apply to this job,80K,Easily apply,Toronto
521,We will provide relocation assistance.,80K,Description1,Toronto
521,Algo__general_c___research_development_engineering_1c591e8e2us@ivy.greenhouse.io.,80K,Description2,Toronto
521,30,80K,Days ago,Toronto
522,NLP Software Engineer,80K,Position,Toronto
522,ThinkData Works,80K,Company,Toronto
522,"Toronto, ON",80K,Location,Toronto
522,The incumbent will work closely with data scientists and engineers to build platform solutions.,80K,Description1,Toronto
522,The Data Labs builds machine learning tools for practical…,80K,Description2,Toronto
522,30,80K,Days ago,Toronto
523,"Director, Advanced Analytics",80K,Position,Toronto
523,St. Michael's Hospital 4.1 ,80K,Company,Toronto
523,"Toronto, ON",80K,Location,Toronto
523,Manage the data science systems reporting requirements.,80K,Description1,Toronto
523,Proficient in data science tools such as R and Python;,80K,Description2,Toronto
523,Advanced analytics planning activities include:,80K,Description3,Toronto
523,9,80K,Days ago,Toronto
524,"Product Manager, Fixed Income AI Analytics",80K,Position,Toronto
524,Overbond 3.3 ,80K,Company,Toronto
524,"Toronto, ON",80K,Location,Toronto
524,Lead data integration and data assembly relationships with external vendors.,80K,Description1,Toronto
524,"Bridge the communication channel and understanding between engineering, data…",80K,Description2,Toronto
524,30,80K,Days ago,Toronto
525,"Senior Manager, E-Commerce Merchandising Analytics & Process",80K,Position,Toronto
525,Loblaw Digital 2.0 ,80K,Company,Toronto
525,"Toronto, ON",80K,Location,Toronto
525,"As the Senior Manager, E-Commerce Merchandising Analytics & Process for our Online Grocery Team you will be accountable for building and providing analytics…",80K,Description1,Toronto
525,30,80K,Days ago,Toronto
526,Senior Data Scientist-Fraud Analytics,80K,Position,Toronto
526,Manulife 3.9 ,80K,Company,Toronto
526,"Toronto, ON",80K,Location,Toronto
526,Oversees the work of more junior data scientists.,80K,Description1,Toronto
526,Provides guidance and mentorship to more junior data scientists.,80K,Description2,Toronto
526,Owns and delivers projects of diverse scope.,80K,Description3,Toronto
526,30,80K,Days ago,Toronto
527,AI Engineer,80K,Position,Toronto
527,Cerebri AI,80K,Company,Toronto
527,"Toronto, ON",80K,Location,Toronto
527,Collaborate with data scientists to develop automated orchestration of model pipelines to solve Cerebri AI business use case objectives.,80K,Description1,Toronto
527,30,80K,Days ago,Toronto
528,Machine Learning Engineer,80K,Position,Toronto
528,ASSURANCE,80K,Company,Toronto
528,"Toronto, ON",80K,Location,Toronto
528,"The role requires team members who take insights, actions, and models from our data scientists and translate that into software products that enable business…",80K,Description1,Toronto
528,30,80K,Days ago,Toronto
529,Sr. Machine Learning Engineer,80K,Position,Toronto
529,Splunk,80K,Company,Toronto
529,"Toronto, ON",80K,Location,Toronto
529,You will be working with the latest streaming machine learning algorithms to do anomaly detection on environmental sensor data.,80K,Description1,Toronto
529,You have experience with Java.,80K,Description2,Toronto
529,30,80K,Days ago,Toronto
530,Senior Machine Learning Engineer,80K,Position,Toronto
530,Augmenta,80K,Company,Toronto
530,"Toronto, ON",80K,Location,Toronto
530,Easily apply to this job,80K,Easily apply,Toronto
530,Interactive 3D graphics and data visualization.,80K,Description1,Toronto
530,"Research, design and implement robust, scalable mathematical models for behavioral modeling, simulation and…",80K,Description2,Toronto
530,30,80K,Days ago,Toronto
531,Senior Data Scientist,80K,Position,Toronto
531,GALE Partners 3.6 ,80K,Company,Toronto
531,"Toronto, ON",80K,Location,Toronto
531,Easily apply to this job,80K,Easily apply,Toronto
531,"Ingesting, distributing and manipulating large data sets to understand the structure of client data and ready it for modelling.",80K,Description1,Toronto
531,30,80K,Days ago,Toronto
532,Python Developer - Data Analytics,80K,Position,Toronto
532,CaseWare 3.8 ,80K,Company,Toronto
532,"Toronto, ON",80K,Location,Toronto
532,Easily apply to this job,80K,Easily apply,Toronto
532,"Experience with data science libraries and tools such as Pandas, NumPy, Jupyter Notebooks.",80K,Description1,Toronto
532,"Minimum 3 years creating distributed, data-intensive, and highly…",80K,Description2,Toronto
532,30,80K,Days ago,Toronto
533,Senior Machine Learning Engineer,80K,Position,Toronto
533,Prophix Software Inc.,80K,Company,Toronto
533,"Mississauga, ON",80K,Location,Toronto
533,Easily apply to this job,80K,Easily apply,Toronto
533,"Working with a team of data scientists, product managers, and software engineers to develop and support the software for new Machine Learning products.",80K,Description1,Toronto
533,30,80K,Days ago,Toronto
534,Machine Learning/Data Engineer,80K,Position,Toronto
534,Xanadu Quantum Technologies Inc.,80K,Company,Toronto
534,"Toronto, ON",80K,Location,Toronto
534,Easily apply to this job,80K,Easily apply,Toronto
534,"Passionate about agile software processes, data-driven development, reliability, testing, and continuous delivery.",80K,Description1,Toronto
534,30,80K,Days ago,Toronto
535,"Senior Software Engineer, Machine Learning",80K,Position,Toronto
535,ThinkData Works,80K,Company,Toronto
535,"Toronto, ON",80K,Location,Toronto
535,"Whether sourcing new streams of public data or transforming existing internal information, ThinkData’s platform, Namara, acts as a data refinery, serving up…",80K,Description1,Toronto
535,30,80K,Days ago,Toronto
536,Machine Learning Engineer,80K,Position,Toronto
536,Paytm,80K,Company,Toronto
536,"Toronto, ON",80K,Location,Toronto
536,Perform ETL with massive data from multiple applications and 300 M+ customers.,80K,Description1,Toronto
536,Knowledge in advanced data structures and can use them to solve problems.,80K,Description2,Toronto
536,30,80K,Days ago,Toronto
537,Senior/Lead Big Data Engineer,80K,Position,Toronto
537,Punchh,80K,Company,Toronto
537,"Toronto, ON",80K,Location,Toronto
537,Easily apply to this job,80K,Easily apply,Toronto
537,Work with large data sets and implement sophisticated data pipelines with both structured and structured data.,80K,Description1,Toronto
537,Occasional business travels are required.,80K,Description2,Toronto
537,30,80K,Days ago,Toronto
538,Data Science Architect,80K,Position,Toronto
538,Rackspace,80K,Company,Toronto
538,"Toronto, ON",80K,Location,Toronto
538,"You will play an active role in delivering modern data solutions for clients including data ingestion/data pipeline design and implementation, data warehouse &…",80K,Description1,Toronto
538,30,80K,Days ago,Toronto
539,"Lead, Data Architect (Big Data)",80K,Position,Toronto
539,CPP Investments,80K,Company,Toronto
539,"Toronto, ON",80K,Location,Toronto
539,Easily apply to this job,80K,Easily apply,Toronto
539,"Provide thought leadership in the areas of advanced data techniques, including data modeling, data governance, data integration, discovery, visualization, etc.",80K,Description1,Toronto
539,15,80K,Days ago,Toronto
540,"Analytics Developer, Data Strategy & Operations",80K,Position,Toronto
540,ENERCARE 3.8 ,80K,Company,Toronto
540,"Markham, ON",80K,Location,Toronto
540,Easily apply to this job,80K,Easily apply,Toronto
540,"Create and maintain interactive data visualization through data interpretation and analyses, integrating various reporting components from multiple data sources…",80K,Description1,Toronto
540,30,80K,Days ago,Toronto
541,"Sr. Developer, Business Intelligence",80K,Position,Toronto
541,Bell Technical Solutions 3.1 ,80K,Company,Toronto
541,"Mississauga, ON",80K,Location,Toronto
541,"Support the Excellence Center reporting team in development of business logic, data management, data extraction and programming of required reporting source;",80K,Description1,Toronto
541,30,80K,Days ago,Toronto
542,Software Developer - Data Analytics,80K,Position,Toronto
542,CaseWare 3.8 ,80K,Company,Toronto
542,"Toronto, ON",80K,Location,Toronto
542,Easily apply to this job,80K,Easily apply,Toronto
542,"Minimum 3 years creating distributed, data-intensive, and highly scalable production-grade applications with Python or Java 7/8.",80K,Description1,Toronto
542,30,80K,Days ago,Toronto
543,Data Engineer - BI & Data Science,80K,Position,Toronto
543,Paytm,80K,Company,Toronto
543,"Toronto, ON",80K,Location,Toronto
543,Identifying data needs and driving data quality improvement projects.,80K,Description1,Toronto
543,"3+ years work experience in data engineering, software engineering and/or data analysis.",80K,Description2,Toronto
543,30,80K,Days ago,Toronto
544,Senior Software Engineer - Machine Learning,80K,Position,Toronto
544,ASSURANCE,80K,Company,Toronto
544,"Toronto, ON",80K,Location,Toronto
544,"The role requires team members who take insights, actions, and models from our data scientists and translate that into software products that enable business…",80K,Description1,Toronto
544,30,80K,Days ago,Toronto
545,Analytics Developer - Data Strategy and Operations,80K,Position,Toronto
545,ENERCARE 3.8 ,80K,Company,Toronto
545,"Markham, ON",80K,Location,Toronto
545,Easily apply to this job,80K,Easily apply,Toronto
545,"Create and maintain interactive data visualization through data interpretation and analyses, integrating various reporting components from multiple data sources…",80K,Description1,Toronto
545,30,80K,Days ago,Toronto
546,Solution Architect (Big Data),80K,Position,Toronto
546,EPAM Systems 3.9 ,80K,Company,Toronto
546,"Toronto, ON",80K,Location,Toronto
546,Development of proposals for implementation and design of scalable big data architecture.,80K,Description1,Toronto
546,Develop roadmaps and implementation strategy around data science…,80K,Description2,Toronto
546,30,80K,Days ago,Toronto
547,Data Scientist,90K,Position,Toronto
547,Robert Half 3.9 ,90K,Company,Toronto
547,"Toronto, ON",90K,Location,Toronto
